,REVIEWS,LABEL
2059,ripped banana not_ripped petrified tasteless,0
2060,least think refill water struggle wave 10 minutes,0
2061,place receives stars APPETIZERS ! ! !,1
2062,cocktails handmade delicious,1
2063,definitely go back,1
2064,glad found place,1
2065,Great food service huge portions give military discount,1
2066,Always great time Dos Gringos !,1
2067,Update went back second time still just amazing,1
2068,got food apparently never heard salt batter fish chewy,0
2069,great way finish great,1
2070,deal included 5 tastings 2 drinks Jeff went beyond expected,1
2071,- Really really good rice time,1
2072,service meh,0
2073,took 30 min get milkshake nothing_chocolate milk,0
2074,guess known place suck inside Excalibur didn't use common sense,0
2075,scallop dish quite appalling value well,0
2076,2 times - Bad Customer Service !,0
2077,sweet potato fries good seasoned well,1
2078,Today second time lunch buffet pretty good,1
2079,much good food Vegas feel cheated wasting eating opportunity going Rice Company,0
2080,Coming like experiencing underwhelming relationship parties can't wait person ask break,0
2081,walked place smelled like old grease trap 2 others eating,0
2082,turkey roast beef bland,0
2083,place !,1
2084,pan cakes everyone raving taste like sugary disaster tailored palate six year old,0
2085,love Pho spring rolls oh yummy try,1
2086,poor batter meat ratio made chicken tenders unsatisfying,0
2087,say food amazing ! ! !,1
2088,Omelets die !,1
2089,Everything fresh delicious !,1
2090,summary largely disappointing dining experience,0
2091,like really sexy party mouth outrageously flirting hottest person party,1
2092,Never Hard Rock Casino_WILL NEVER EVER STEP FORWARD !,0
2093,Best breakfast buffet ! ! !,1
2094,say bye bye tip lady !,0
2095,never go,0
2096,Will back !,1
2097,Food arrived quickly !,1
2098,not_good,0
2099,side cafe serves really good food,1
2100,server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go !,1
2101,good thing waiter helpful kept bloddy mary's coming,1
2102,Best Buffet town price cannot_beat,1
2103,LOVED mussels cooked wine reduction duck tender potato dishes delicious,1
2104,one better buffets,1
2105,went Tigerlilly fantastic afternoon !,1
2106,food delicious bartender attentive personable got great deal !,1
2107,ambience wonderful music playing,1
2108,Will go back next trip,1
2109,Sooooo good ! !,1
2110,REAL sushi lovers honest - Yama not_good,0
2111,least 40min passed us ordering food arriving wasn't busy,0
2112,really fantastic Thai restaurant definitely worth visit,1
2113,Nice spicy tender,1
2114,Good prices,1
2115,Check,1
2116,pretty gross !,0
2117,better atmosphere,0
2118,Kind hard mess steak,0
2119,Although much liked look sound place actual experience bit disappointing,0
2120,just don't know place managed served blandest food ever eaten preparing Indian cuisine,0
2121,Worst service boot least worries,0
2122,Service fine waitress friendly,1
2123,guys steaks steak loving son steak best worst places said best steak ever eaten,1
2124,thought venture away get good sushi place really hit spot night,1
2125,Host staff lack better word BITCHES !,0
2126,Bland not_liking place number reasons don't want waste time bad reviewing leave,0
2127,Phenomenal food service ambiance,1
2128,wouldn't return,0
2129,Definitely worth venturing strip pork belly will return next time Vegas,1
2130,place way overpriced mediocre food,0
2131,Penne vodka excellent !,1
2132,good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burgers,1
2133,management rude,0
2134,Delicious NYC bagels good selections cream cheese real Lox capers even,1
2135,Great Subway fact good come every Subway will not_meet expectations,1
2136,seriously solid breakfast,1
2137,one best bars food Vegas,1
2138,extremely rude really many restaurants love dine weekend Vegas,0
2139,drink never empty made really great menu suggestions,1
2140,Don't ! ! ! !,0
2141,waiter wasn't helpful friendly rarely checked us,0
2142,husband ate lunch disappointed food service,0
2143,red curry much bamboo shoots wasn't tasty,0
2144,Nice blanket moz top feel like done cover subpar food,1
2145,bathrooms clean place well decorated,1
2146,menu always changing food quality going service extremely slow,0
2147,service little slow considering served 3 people servers food coming slow pace,0
2148,give 2 thumbs,0
2149,watched waiter pay lot attention tables ignore us,0
2150,fiancé came middle day greeted seated right away,1
2151,great restaurant Mandalay Bay,1
2152,waited forty five minutes vain,0
2153,Crostini came salad stale,0
2154,highlights : Great quality nigiri !,1
2155,staff friendly joint always clean,1
2156,different cut piece day still wonderful tender s well well flavored,1
2157,ordered Voodoo pasta first time really excellent pasta since going gluten free several years ago,1
2158,place good,1
2159,Unfortunately must hit bakery leftover day everything ordered STALE,0
2160,came back today since relocated still not_impressed,0
2161,seated immediately,1
2162,menu diverse reasonably priced,1
2163,Avoid cost !,0
2164,Restaurant always full never wait,1
2165,DELICIOUS ! !,1
2166,place hands-down one best places eat Phoenix metro area,1
2167,don't go looking good food,0
2168,never treated bad,0
2169,Bacon hella salty,1
2170,also ordered spinach avocado salad ingredients sad dressing literally zero taste,0
2171,really Vegas fine dining used right menus handed ladies no_prices listed,1
2172,waitresses friendly,1
2173,Lordy Khao Soi dish not_missed curry lovers !,1
2174,Everything menu terrific also thrilled made amazing accommodations vegetarian daughter,1
2175,Perhaps caught night judging reviews not_inspired go back,0
2176,service leaves lot desired,0
2177,atmosphere modern hip maintaining touch coziness,1
2178,not_weekly haunt definitely place come back every,1
2179,literally sat 20 minutes no_one asking take order,0
2180,burger absolutely no_flavor - meat totally bland burger overcooked no_charcoal flavor,0
2181,also decided not_send back waitress looked like verge heart attack,0
2182,dressed treated rudely !,0
2183,probably dirt,0
2184,Love place hits spot want something healthy not_lacking quantity flavor,1
2185,ordered Lemon raspberry ice cocktail also incredible,1
2186,food sucked expected sucked could imagined,0
2187,Interesting decor,1
2188,really like crepe station,1
2189,Also served hot bread butter home made potato chips bacon bits top original good,1
2190,can watch preparing delicious food !,1
2191,egg rolls fantastic,1
2192,order arrived one gyros missing,0
2193,salad wings ice cream dessert left feeling quite satisfied,1
2194,not_really sure Joey's voted best hot dog Valley readers Phoenix Magazine,0
2195,best place go tasty bowl Pho !,1
2196,live music Fridays totally blows,0
2197,never insulted felt disrespected,0
2198,friendly staff,1
2199,worth drive,1
2200,heard good things place exceeding every hope could dreamed,1
2201,Food great serivce !,1
2202,warm beer didn't help,0
2203,Great brunch spot,1
2204,Service friendly inviting,1
2205,good lunch spot,1
2206,lived since 1979 first last time stepped foot place,0
2207,WORST EXPERIENCE EVER,0
2208,Must night place,0
2209,sides delish - mixed mushrooms yukon gold puree white corn - beateous,1
2210,bug never showed given 4 sure side wall bug climbing kitchen,0
2211,10 minutes waiting salad realized wasn't coming time soon,0
2212,friend loved salmon tartar,1
2213,go back,0
2214,Extremely Tasty !,1
2215,Waitress good though !,1
2216,Soggy not_good,0
2217,Jamaican mojitos delicious,1
2218,small not_worth price,0
2219,- food rich order accordingly,1
2220,shower area outside can rinse not_take full shower unless don't mind nude everyone see !,0
2221,service bit lacking,0
2222,Lobster Bisque Bussell Sprouts Risotto Filet needed salt pepper course none tables,0
2223,Hopefully bodes going business someone can cook can come,0
2224,either cold not_enough flavor just bad,0
2225,loved bacon wrapped dates,1
2226,unbelievable BARGAIN !,1
2227,folks Otto always make us feel welcome special,1
2228,mains also uninspired,0
2229,place first pho amazing ! !,1
2230,wonderful experience made place must-stop whenever town,1
2231,food bad enough enjoy dealing world's worst annoying drunk people,0
2232,fun chef,1
2233,Ordered double cheeseburger got single patty falling apart picture uploaded Yeah still sucks,0
2234,Great place couple drinks watch sporting events walls covered TV's,1
2235,possible give zero stars,0
2236,descriptions said yum yum sauce another said eel sauce yet another said spicy mayo well NONE rolls sauces,0
2237,say hardest decision Honestly M's dishes taste supposed taste amazing,1
2238,not_rolled eyes may stayed not_sure will go back try,0
2239,Everyone attentive providing excellent customer service,1
2240,Horrible - don't waste time money,0
2241,Now dish quite flavourful,1
2242,time side restaurant almost empty no_excuse,0
2243,wasn't busy either Also building FREEZING cold,0
2244,like reviewer said couldn't pay eat place,0
2245,-Drinks took close 30 minutes come one point,0
2246,Seriously flavorful delights folks,1
2247,Much better AYCE sushi place went Vegas,1
2248,lighting just dark enough set mood,1
2249,Based sub-par service received no_effort show gratitude business going back,0
2250,Owner's really great people !,1
2251,nothing_privileged working eating,0
2252,Greek dressing creamy flavorful,1
2253,Overall don't think take parents place made similar complaints silently felt,0
2254,Now pizza good peanut sauce tasty,1
2255,7 table service pretty fast,1
2256,Fantastic service,1
2257,well would've given godfathers zero stars possible,0
2258,know make,1
2259,tough short flavor !,0
2260,hope place sticks around,1
2261,bars Vegas not_ever recall charged tap water,0
2262,restaurant atmosphere exquisite,1
2263,Good service clean inexpensive boot !,1
2264,seafood fresh generous portion,1
2265,Plus 8 bucks,1
2266,service not_par either,0
2267,Thus far visited twice food absolutely delicious time,1
2268,Just good year ago !,1
2269,self proclaimed coffee cafe wildly disappointed,0
2270,Veggitarian platter world !,1
2271,cant go wrong food,1
2272,can't beat,1
2273,Stopped place Madison Ironman friendly kind staff,1
2274,chefs friendly good job,1
2275,better not_dedicated boba tea spots even Jenni Pho,0
2276,liked patio service outstanding,1
2277,goat taco didn't skimp meat wow FLAVOR !,1
2278,think not,0
2279,mac salad pretty bland will not_getting,0
2280,went Bachi Burger friend's recommendation not_disappointed,1
2281,Service stinks !,0
2282,waited waited,0
2283,place not_quality sushi not_quality restaurant,0
2284,definitely recommend wings well pizza,1
2285,Great Pizza Salads !,1
2286,Things went wrong: - burned saganaki,0
2287,waited hour breakfast could done 100 times better home,0
2288,place amazing !,1
2289,hate disagree fellow Yelpers husband disappointed place,0
2290,Waited 2 hours never got either pizzas many around us came later !,0
2291,Just don't know slow,0
2292,staff great food delish incredible beer selection,1
2293,live neighborhood disappointed back convenient location,0
2294,didn't know pulled pork could soooo delicious,1
2295,get incredibly fresh fish prepared care,1
2296,go gave 1 star rating please know third time eating Bachi burger writing review,0
2297,love fact everything menu worth,1
2298,Never will dining place !,0
2299,food excellent service good,1
2300,Good beer drink selection good food selection,1
2301,Please stay away shrimp stir fried noodles,0
2302,potato chip order sad could probably count many chips box probably around 12,0
2303,Food really boring,0
2304,Good Service-check !,1
2305,greedy corporation will NEVER see another dime !,0
2306,Will never ever go back,0
2307,much like go back can't get passed atrocious service will never return,0
2308,summer can dine charming outdoor patio - delightful,1
2309,not_expect good !,1
2310,Fantastic food !,1
2311,ordered toasted English muffin came untoasted,0
2312,food good,1
2313,Never going back,0
2314,Great food price high quality house made,1
2315,bus boy hand rude,0
2316,point friends basically figured place joke didn't mind making publicly loudly known,0
2317,Back good BBQ lighter fare reasonable pricing tell public back old ways,1
2318,considering two us left full happy $20 just can't go wrong,1
2319,bread made in-house !,1
2320,downside service,0
2321,Also fries without doubt worst fries ever,0
2322,Service exceptional food good reviews,1
2323,couple months later returned amazing meal,1
2324,Favorite place town shawarrrrrrma ! ! ! ! ! !,1
2325,black eyed peas sweet potatoes UNREAL !,1
2326,disappointed,1
2327,could serve just vinaigrette may make better overall dish still good,1
2328,go far many places never seen restaurant serves 1 egg breakfast especially $4 00,0
2329,mom got home immediately got sick bites salad,0
2330,servers not_pleasant deal don't always honor Pizza Hut coupons,0
2331,truly unbelievably good glad went back,1
2332,fantastic service pleased atmosphere,1
2333,Everything gross,0
2334,love place,1
2335,Great service food,1
2336,First - bathrooms location dirty- Seat covers not_replenished just plain yucky ! ! !,0
2337,burger got Gold Standard $17 burger kind disappointed,0
2338,OMG food delicioso !,1
2339,nothing_authentic place,0
2340,spaghetti nothing_special whatsoever,0
2341,dishes salmon best great,1
2342,vegetables fresh sauce feels like authentic Thai,1
2343,worth driving Tucson !,1
2344,selection probably worst seen Vegas none,0
2345,Pretty good beer selection,1
2346,place like Chipotle BETTER,1
2347,Classy warm atmosphere fun fresh appetizers succulent steaks Baseball steak ! ! ! ! !,1
2348,5 stars brick oven bread app !,1
2349,eaten multiple times time food delicious,1
2350,sat another ten minutes finally gave left,0
2351,terrible !,0
2352,Everyone treated equally special,1
2353,shouldn't take 30 min pancakes eggs,0
2354,delicious ! ! !,1
2355,good side staff genuinely pleasant enthusiastic - real treat,1
2356,Sadly Gordon Ramsey's Steak place shall sharply avoid next trip Vegas,0
2357,always evening wonderful food delicious !,1
2358,Best fish ever life !,1
2359,bathroom just next door nice,1
2360,buffet small food offered BLAND,0
2361,Outstanding little restaurant Best Food ever tasted,1
2362,Pretty cool say,1
2363,Definitely turn doubt back unless someone else buying,0
2364,Server great job handling large rowdy table,1
2365,find wasting food despicable just wasn't food,0
2366,wife Lobster Bisque soup lukewarm,0
2367,come back sushi craving Vegas,1
2368,staff great ambiance great,1
2369,deserves 5 stars,1
2370,left stomach ache felt sick rest day,0
2371,dropped ball,0
2372,dining space tiny elegantly decorated comfortable,1
2373,will customize order way like usual Eggplant Green Bean stir fry love !,1
2374,beans rice mediocre best,0
2375,Best tacos town far ! !,1
2376,took back money got outta,0
2377,interesting part town place amazing,1
2378,RUDE INCONSIDERATE MANAGEMENT,0
2379,staff now not_friendly wait times served horrible no_one even says hi first 10 minutes,0
2380,back,0
2381,great dinners,1
2382,service outshining definitely recommend Halibut,1
2383,food terrible,0
2384,WILL NEVER EVER GO BACK TOLD MANY PEOPLE HAPPENED,0
2385,don't recommend unless car breaks front starving,0
2386,will come back every time Vegas,1
2387,place deserves one star 90% food,0
2388,disgrace,0
2389,Def coming back bowl next time,1
2390,want healthy authentic ethic food try place,1
2391,will continue come ladies night andddd date night highly recommend place anyone area,1
2392,several times past experience always great,1
2393,walked away stuffed happy first Vegas buffet experience,1
2394,Service excellent prices pretty reasonable considering Vegas located inside Crystals shopping mall Aria,1
2395,summarize food incredible nay transcendant nothing_brings joy quite like memory pneumatic condiment dispenser,1
2396,probably one people ever go Ians not_like,0
2397,Kids pizza always hit lots great side dish options kiddos !,1
2398,Service perfect family atmosphere nice see,1
2399,Cooked perfection service impeccable,1
2400,one simply disappointment,0
2401,Overall disappointed quality food Bouchon,0
2402,don't accountant know getting screwed !,0
2403,Great place eat reminds little mom pop shops San Francisco Bay Area,1
2404,Today first taste Buldogis Gourmet Hot Dog tell ever thought possible,1
2405,Left frustrated,0
2406,definitely soon,1
2407,Food really good got full petty fast,1
2408,Service fantastic,1
2409,TOTAL WASTE TIME,0
2410,don't know kind best iced tea,1
2411,Come hungry leave happy stuffed !,1
2412,service give no_stars,0
2413,can assure you disappointed,1
2414,can take little bad service food sucks,0
2415,Gave trying eat crust teeth still sore,0
2416,now completely grossed,0
2417,really enjoyed eating,1
2418,First time going think will quickly become regular,1
2419,server nice even though looked little overwhelmed needs stayed professional friendly end,1
2420,dinner companions told everything fresh nice texture taste,1
2421,ground right next table large smeared been-stepped-in-and-tracked-everywhere pile green bird poop,0
2422,Furthermore can't even find hours operation website !,0
2423,tried like place 10+ times think done,0
2424,mistake !,0
2425,no_complaints !,1
2426,seriously good pizza expert connisseur topic,1
2427,Waiter jerk,0
2428,Strike 2 wants rushed,0
2429,nicest restaurant owners ever come across,1
2430,never come,0
2431,loved biscuits ! ! !,1
2432,Service quick friendly,1
2433,Ordered appetizer took 40 minutes pizza another 10 minutes,0
2434,absolutley fantastic,1
2435,huge awkward 1 5lb piece cow 3 4ths gristle fat,0
2436,definitely will come back,1
2437,like Steiners dark feels like bar,1
2438,Wow spicy delicious,1
2439,not_familiar check,1
2440,take business dinner dollars elsewhere,0
2441,love go back,1
2442,Anyway FS restaurant wonderful breakfast lunch,1
2443,nothing_special,0
2444,day week different deal delicious !,1
2445,not_mention combination pears almonds bacon big winner !,1
2446,Will not_back,0
2447,Sauce tasteless,0
2448,food delicious just spicy enough sure ask spicier prefer way,1
2449,ribeye steak cooked perfectly great mesquite flavor,1
2450,don't think going back anytime soon,0
2451,Food gooodd,1
2452,far sushi connoisseur can definitely tell difference good food bad food certainly bad food,0
2453,insulted,0
2454,last 3 times lunch bad,0
2455,chicken wings contained driest chicken meat ever eaten,0
2456,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc,1
2457,Nargile - think great,1
2458,Best tater tots southwest,1
2459,loved place,1
2460,Definitely not_worth $3 paid,0
2461,vanilla ice cream creamy smooth profiterole choux pastry fresh enough,1
2462,Im AZ time now new spot,1
2463,manager worst,0
2464,inside really quite nice clean,1
2465,food outstanding prices reasonable,1
2466,don't think running back Carly's anytime soon food,0
2467,due fact took 20 minutes acknowledged another 35 minutes get food kept forgetting things,0
2468,Love margaritas !,1
2469,first Vegas buffet not_disappoint,1
2470,good though !,1
2471,one note ventilation could use upgrading,0
2472,Great pork sandwich,1
2473,Don't waste time,0
2474,Total letdown much rather just go Camelback Flower Shop Cartel Coffee,0
2475,Third cheese friend's burger cold,0
2476,enjoy pizza brunch,1
2477,steaks well trimmed also perfectly cooked,1
2478,group 70+ claimed 40 handled us beautifully,1
2479,LOVED !,1
2480,asked bill leave without eating didn't bring either,0
2481,place jewel Las Vegas exactly hoping find nearly ten years living,1
2482,Seafood limited boiled shrimp crab legs crab legs definitely not_taste fresh,0
2483,selection food not_best,0
2484,Delicious will absolutely back !,1
2485,small family restaurant fine dining establishment,1
2486,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,1
2487,dont think will back long time,0
2488,attached gas station rarely good sign,0
2489,awesome,1
2490,will back many times soon,1
2491,menu much good stuff could not_decide !,1
2492,Worse humiliated worker right front Bunch horrible name callings,0
2493,CONCLUSION: filling meals,1
2494,daily specials always hit group,1
2495,tragedy struck,0
2496,pancake also really good pretty large,1
2497,first crawfish experience delicious !,1
2498,monster chicken fried steak eggs time favorite,1
2499,Waitress sweet funny,1
2500,also taste Mom's multi-grain pumpkin pancakes pecan butter amazing fluffy delicious !,1
2501,rather eat airline food seriously,0
2502,Cant say enough good things place,1
2503,ambiance incredible,1
2504,waitress manager friendly,1
2505,not_recommend place,0
2506,Overall wasn't impressed Noca,0
2507,gyro basically lettuce,0
2508,Terrible service !,0
2509,Thoroughly disappointed !,0
2510,don't much pasta love homemade hand made pastas thin pizzas,1
2511,Give try will happy,1
2512,far BEST cheesecurds ever !,1
2513,Reasonably priced also !,1
2514,Everything perfect night,1
2515,food good typical bar food,1
2516,drive get,0
2517,first glance lovely bakery cafe - nice ambiance clean friendly staff,1
2518,Anyway not_think will go back,0
2519,Point finger item menu order disappointed,1
2520,Oh thing beauty restaurant,1
2521,haven't gone GO NOW !,1
2522,greasy unhealthy meal,0
2523,first time might just last,0
2524,burgers amazing,1
2525,Similarly delivery man not_say word apology food 45 minutes late,0
2526,way expensive,0
2527,sure order dessert even need pack to-go - tiramisu cannoli die,1
2528,first time can't wait next,1
2529,bartender also nice,1
2530,Everything good tasty !,1
2531,place two thumbs way,1
2532,best place Vegas breakfast just check Sat Sun,1
2533,love authentic Mexican food want whole bunch interesting yet delicious meats choose need try place,1
2534,Terrible management,0
2535,excellent new restaurant experienced Frenchman,1
2536,zero stars give zero stars,0
2537,Great steak great sides great wine amazing desserts,1
2538,Worst martini ever !,0
2539,steak shrimp opinion best entrees GC,1
2540,opportunity today sample amazing pizzas !,1
2541,waited thirty minutes seated although 8 vacant tables folks waiting,0
2542,yellowtail carpaccio melt mouth fresh,1
2543,try going back even empty,0
2544,no_going eat potato found strangers hair,0
2545,Just spicy enough Perfect actually,1
2546,Last night second time dining happy decided go back !,1
2547,not_even hello will right,0
2548,desserts bit strange,0
2549,boyfriend came first time recent trip Vegas could not_pleased quality food service,1
2550,really recommend place can go wrong donut place !,1
2551,Nice ambiance,1
2552,recommend saving room !,1
2553,guess maybe went night disgraceful,0
2554,However recent experience particular location not_good,0
2555,know not_like restaurants something !,0
2556,AVOID ESTABLISHMENT !,0
2557,think restaurant suffers not_trying hard enough,0
2558,tapas dishes delicious !,1
2559,heart place,1
2560,salad bland vinegrette baby greens hearts Palm,0
2561,two felt disgusting,0
2562,good time !,1
2563,believe place great stop huge belly hankering sushi,1
2564,Generous portions great taste,1
2565,will never go back place will never ever recommended place anyone !,0
2566,servers went back forth several times not_even much helped ?,0
2567,Food delicious !,1
2568,HOUR seriously ?,0
2569,consider theft,0
2570,Eew location needs complete overhaul,0
2571,recently witnessed poor quality management towards guests well,0
2572,Waited waited waited,0
2573,also came back check us regularly excellent service,1
2574,server super nice checked us many times,1
2575,pizza tasted old super chewy not_good way,0
2576,swung give try deeply disappointed,0
2577,Service good company better !,1
2578,staff also friendly efficient,1
2579,service: fan quick served nice folks,1
2580,Boy sucker dry ! !,0
2581,rated,0
2582,look authentic Thai food go else,0
2583,steaks 100% recommended !,1
2584,pulled car waited another 15 minutes acknowledged,0
2585,Great food great service clean friendly setting,1
2586,can assure back,1
2587,hate things much cheap quality black olives,0
2588,breakfast perpared great beautiful presentation 3 giant slices Toast lightly dusted powdered sugar,1
2589,kids play area NASTY !,0
2590,Great place fo take eat,1
2591,waitress friendly happy accomodate vegan veggie options,1
2592,OMG felt like never eaten Thai food dish,1
2593,extremely crumby pretty tasteless,0
2594,pale color instead nice char no_flavor,0
2595,croutons also taste homemade extra plus,1
2596,got home see driest damn wings ever !,0
2597,It'll regular stop trips Phoenix !,1
2598,really enjoyed Crema Café expanded even told friends BEST breakfast,1
2599,not_good money,0
2600,miss wish one Philadelphia !,1
2601,got sitting fairly fast ended waiting 40 minutes just place order another 30 minutes food arrived,0
2602,also best cheese crisp town,1
2603,Good value great food great service,1
2604,Couldn't ask satisfying meal,1
2605,food good,1
2606,awesome,1
2607,just wanted leave,0
2608,made drive way North Scottsdale not_one bit disappointed !,1
2609,will not_eating,0
2610,! OWNERS REALLY REALLY need quit soooooo cheap let wrap freaking sandwich two papers not_one !,0
2611,checked place couple years ago not_impressed,0
2612,chicken got definitely reheated ok wedges cold soggy,0
2613,Sorry will not_getting food anytime soon :,0
2614,absolute must visit !,1
2615,cow tongue cheek tacos amazing,1
2616,friend not_like Bloody Mary,0
2617,Despite hard rate businesses actually rare give 1 star,0
2618,really want make experience good one,1
2619,will not_return,0
2620,chicken Pho tasted bland,0
2621,disappointing ! ! !,0
2622,grilled chicken tender yellow saffron seasoning,1
2623,drive thru means not_want wait around half hour food somehow end going make us wait wait,0
2624,Pretty awesome place,1
2625,Ambience perfect,1
2626,Best luck rude non-customer service focused new management,0
2627,grandmother can make roasted chicken better one,0
2628,asked multiple times wine list time ignored went hostess got one,0
2629,staff always super friendly helpful especially cool bring two small boys baby !,1
2630,Four stars food guy blue shirt great vibe still letting us eat !,1
2631,roast beef sandwich tasted really good !,1
2632,evening drastically sick,0
2633,High-quality chicken chicken Caesar salad,1
2634,Ordered burger rare came done,0
2635,promptly greeted seated,1
2636,Tried go lunch madhouse,0
2637,proven dead wrong sushi bar not_quality great service fast food impeccable,1
2638,waiting hour seated not_greatest moods,0
2639,good joint,1
2640,Macarons insanely good,1
2641,not_eating !,0
2642,waiter attentive friendly informative,1
2643,Maybe weren't cold somewhat edible,0
2644,place lot promise fails deliver,0
2645,bad Experience !,0
2646,mistake,0
2647,Food average best,0
2648,Great food,1
2649,going back anytime soon !,0
2650,Disappointed ordered $35 Big Bay Plater,0
2651,Great place relax awesome burger beer,1
2652,PERFECT sit-down family meal get together friends,1
2653,not_much flavor poorly constructed,0
2654,patio seating comfortable,1
2655,fried rice dry well,0
2656,Hands favorite Italian restaurant !,1
2657,just SCREAMS LEGIT book somethat's also pretty rare Vegas,1
2658,just not_fun experience,1
2659,atmosphere great lovely duo violinists playing songs requested,1
2660,personally love hummus pita baklava falafels Baba Ganoush amazing eggplant !,1
2661,convenient since staying MGM !,1
2662,owners super friendly staff courteous,1
2663,great !,1
2664,Eclectic selection,1
2665,sweet potato tots good onion rings perfection close,1
2666,staff attentive,1
2667,chef generous time even came around twice can take pictures,1
2668,owner used work Nobu place really similar half price,1
2669,Google mediocre imagine Smashburger will pop,0
2670,dont go,0
2671,promise disappoint,1
2672,sushi lover avoid place means,0
2673,great double cheeseburger !,1
2674,Awesome service food,1
2675,fantastic neighborhood gem ! ! !,1
2676,can't wait go back,1
2677,plantains worst ever tasted,0
2678,great place highly recommend,1
2679,Service slow not_attentive,0
2680,gave 5 stars giving 5 stars now,1
2681,staff spends time talking,0
2682,Dessert: Panna Cotta amazing,1
2683,good food great atmosphere 1,1
2684,Damn good steak,1
2685,Total brunch fail,0
2686,Prices reasonable flavors spot sauce home made slaw not_drenched mayo,1
2687,decor nice piano_music soundtrack pleasant,1
2688,steak amazing rge fillet relleno_best seafood plate ever !,1
2689,Good food good service,1
2690,absolutely amazing,1
2691,probably back honest,0
2692,will definitely back !,1
2693,sergeant pepper beef sandwich auju sauce excellent sandwich well,1
2694,Hawaiian Breeze Mango Magic Pineapple Delight smoothies tried far good,1
2695,Went lunch - service slow,0
2696,much say place walked expected amazing quickly disappointed,0
2697,mortified,0
2698,Needless say will never back,0
2699,Anyways food definitely not_filling price pay expect,0
2700,chips came dripping grease mostly not_edible,0
2701,wasn't really impressed Strip Steak,0
2702,going since 2007 every meal awesome ! !,1
2703,server nice attentive serving staff,1
2704,cashier friendly even brought food,1
2705,work hospitality industry Paradise Valley refrained recommending Cibo longer,0
2706,atmosphere fun,1
2707,not_recommend others,0
2708,Service quick even go orders just like like !,1
2709,mean really get famous fish chips terrible ! ? !,0
2710,said mouths bellies still quite pleased,1
2711,not_thing,0
2712,2 Thumbs ! !,1
2713,reading please don't go,0
2714,loved grilled pizza reminded legit Italian pizza,1
2715,Pros : Large seating area Nice bar area Great simple drink menu BEST brick oven pizza homemade dough !,1
2716,really nice atmosphere,1
2717,Tonight Elk Filet special sucked,0
2718,one bite hooked,1
2719,ordered old classics new dishes going times sorely disappointed everything,0
2720,Cute quaint simple honest,1
2721,chicken deliciously seasoned perfect fry outside moist chicken inside,1
2722,food great always compliments chef,1
2723,Special thanks Dylan T recommendation order : yummy tummy,1
2724,Awesome selection beer,1
2725,Great food awesome service !,1
2726,One nice thing added gratuity bill since party larger 6 8 didn't expect tip,1
2727,FLY apple juice FLY ! ! ! ! ! ! ! !,0
2728,Han Nan Chicken also tasty,1
2729,service thought good,1
2730,food barely lukewarm must sitting waiting server bring us,0
2731,Ryan's Bar definitely one Edinburgh establishment revisiting,0
2732,Nicest Chinese restaurant,1
2733,Overall like food service,1
2734,also now serve Indian naan bread hummus spicy pine nut sauce world,1
2735,Probably never coming back wouldn't recommend,0
2736,Friend's pasta -- also bad barely touched,0
2737,Try airport experience tasty food speedy friendly service,1
2738,love decor Chinese calligraphy wall paper,1
2739,Never anything complain,1
2740,restaurant clean family restaurant feel,1
2741,way fried,0
2742,not_sure long stood long enough begin feel awkwardly place,0
2743,opened sandwich impressed not_good way,0
2744,Will not_back !,0
2745,warm feeling service felt like guest special treat,1
2746,extensive menu provides lots options breakfast,1
2747,always order vegetarian menu dinner wide array options choose,1
2748,watched prices inflate portions get smaller management attitudes grow rapidly !,0
2749,Wonderful lil tapas ambience made feel warm fuzzy inside,1
2750,got enjoy seafood salad fabulous vinegrette,1
2751,wontons thin not_thick chewy almost melt mouth,1
2752,Level 5 spicy perfect spice didn't over-whelm soup,1
2753,sat right time server get go FANTASTIC !,1
2754,Main thing didn't enjoy crowd older crowd around mid 30s,0
2755,side town will definitely spot hit !,1
2756,wait 30 minutes get drink longer get 2 arepas,0
2757,GREAT place eat !,1
2758,jalapeno_bacon soooo good,1
2759,service poor thats nice,0
2760,Food good service good Prices good,1
2761,place not_clean food oh stale !,0
2762,chicken dishes OK beef like shoe leather,0
2763,service beyond bad,0
2764,happy ! ! !,1
2765,Tasted like dirt,0
2766,One places Phoenix definately go back,1
2767,block amazing,1
2768,close house low-key non-fancy affordable prices good food,1
2769,Hot Sour Egg Flower Soups absolutely 5 Stars !,1
2770,sashimi poor quality soggy tasteless,0
2771,Great time - family dinner Sunday night,1
2772,food not_tasty not_say real traditional Hunan style,0
2773,bother slow service,0
2774,flair bartenders absolutely amazing !,1
2775,frozen margaritas WAY sugary taste,0
2776,good ordered twice,1
2777,nutshell: 1 restaraunt smells like combination dirty fish market sewer,0
2778,girlfriend's veal bad,0
2779,Unfortunately not_good,0
2780,pretty satifying experience,1
2781,Join club get awesome offers via email,1
2782,Perfect someone likes beer ice cold case even colder,1
2783,Bland flavorless good way describing barely tepid meat,0
2784,chains no_fan beat place easily,0
2785,nachos MUST !,1
2786,will not_coming back,0
2787,don't many words say place everything pretty well,1
